ratio
988 12 0.00953925
991 9 0.00713278
980 20 0.0160285
992 8 0.00633386
990 10 0.00793331
954 46 0.0378704
965 35 0.0284859
973 27 0.0217942
953 47 0.0387342
969 31 0.0251263
986 14 0.0111517
992 8 0.00633386
986 14 0.0111517
985 15 0.0119604
